Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
317,10,317-10,total_volume_pool,1.60599995,317-11,317-12,317-12,0.074171856,19.7729874,
317,11,317-11,Leaf,,,,,-0.0,3.49383759,
317,12,317-12,Leaf,,,,,-0.00541928224,16.27915,
318,0,318-0,billed_utilization,1.05165946,318-1,318-2,318-2,0.69824475,31.4205875,
318,1,318-1,Leaf,,,,,-0.0186865069,2.17700958,
318,2,318-2,total_volume_pool,1.20034683,318-3,318-4,318-4,0.616697311,29.243578,
318,3,318-3,Leaf,,,,,-0.0153579088,2.27357268,
318,4,318-4,contract_concentration,0.197999999,318-5,318-6,318-6,0.644503295,26.970005,
318,5,318-5,vehicle_utilization,0.95466727,318-7,318-8,318-8,0.765627325,24.8267517,
318,6,318-6,Leaf,,,,,-0.0139232362,2.14325261,
318,7,318-7,Leaf,,,,,-0.0128315156,2.29579186,
318,8,318-8,non_billable_noshow,0.0997218192,318-9,318-10,318-10,0.889490187,22.5309601,
318,9,318-9,Leaf,,,,,0.0107221575,18.7507458,
318,10,318-10,Leaf,,,,,-0.00819553155,3.78021359,
319,0,319-0,road_hours_per_vehicle,9.00397682,319-1,319-2,319-2,0.478736877,31.431385,
319,1,319-1,Leaf,,,,,-0.0163216572,2.10258031,
319,2,319-2,billed_utilization,1.05165946,319-3,319-4,319-4,0.518104613,29.3288059,
319,3,319-3,Leaf,,,,,-0.0145240622,2.38986135,
319,4,319-4,revenue_per_kent_leg,71.053093,319-5,319-6,319-6,0.603350937,26.9389439,
319,5,319-5,Leaf,,,,,-0.0138838142,2.28072214,
319,6,319-6,vehicle_utilization,0.95466727,319-7,319-8,319-8,0.733516514,24.6582222,
319,7,319-7,Leaf,,,,,-0.0137363169,2.13004827,
319,8,319-8,total_volume_pool,1.20034683,319-9,319-10,319-10,0.934340298,22.5281734,
319,9,319-9,Leaf,,,,,-0.013778829,2.08831859,
319,10,319-10,Leaf,,,,,0.00907548983,20.4398556,
320,0,320-0,high_acuity_share,0.050309673,320-1,320-2,320-2,0.44069916,31.2162685,
320,1,320-1,Leaf,,,,,-0.0143890912,2.3863852,
320,2,320-2,high_acuity_share,0.191356495,320-3,320-4,320-4,0.6363042,28.8298836,
320,3,320-3,vehicle_utilization,1.19967592,320-5,320-6,320-6,0.234444141,4.30997086,
320,4,320-4,billed_utilization,1.05165946,320-7,320-8,320-8,0.384219378,24.5199127,
320,5,320-5,Leaf,,,,,-0.0,2.00365829,
320,6,320-6,Leaf,,,,,0.0190858524,2.30631256,
320,7,320-7,Leaf,,,,,-0.0151330372,2.00651026,
320,8,320-8,vehicle_utilization,0.959500015,320-9,320-10,320-10,0.281430423,22.513401,
320,9,320-9,Leaf,,,,,-0.0112729259,2.03231406,
320,10,320-10,cost_per_road_hour,49.9392853,320-11,320-12,320-12,0.343103588,20.4810867,
320,11,320-11,Leaf,,,,,0.00361938891,17.9079456,
320,12,320-12,Leaf,,,,,-0.00947262719,2.57314277,
321,0,321-0,contract_concentration,0.198520899,321-1,321-2,321-2,0.638347149,30.8071117,
321,1,321-1,cost_per_road_hour,49.9392853,321-3,321-4,321-4,0.509073615,28.7371883,
321,2,321-2,Leaf,,,,,-0.0185003914,2.06992269,
321,3,321-3,cost_per_road_hour,40.5165443,321-5,321-6,321-6,0.638083577,25.6849422,
321,4,321-4,Leaf,,,,,-0.0127096046,3.05224752,
321,5,321-5,contract_concentration,0.128520012,321-7,321-8,321-8,0.401300162,21.7964344,
321,6,321-6,Leaf,,,,,0.0149712833,3.88850689,
321,7,321-7,high_acuity_share,0.050309673,321-9,321-10,321-10,0.0623570234,18.6935883,
321,8,321-8,Leaf,,,,,0.0103078419,3.10284686,
321,9,321-9,Leaf,,,,,-0.00854679849,2.14042711,
321,10,321-10,Leaf,,,,,-0.00165625312,16.5531616,
322,0,322-0,total_volume_pool,1.20034683,322-1,322-2,322-2,0.449403197,30.5053368,
322,1,322-1,Leaf,,,,,-0.0150061185,2.23422217,
322,2,322-2,vehicle_utilization,0.95466727,322-3,322-4,322-4,0.447815567,28.2711163,
322,3,322-3,Leaf,,,,,-0.013479759,2.14574289,
322,4,322-4,contract_concentration,0.197999999,322-5,322-6,322-6,0.57187283,26.1253719,
322,5,322-5,road_hours_per_vehicle,9.04240704,322-7,322-8,322-8,0.70814395,23.9296341,
322,6,322-6,Leaf,,,,,-0.013252507,2.19573879,
322,7,322-7,Leaf,,,,,-0.0134151131,2.00990605,
322,8,322-8,revenue_per_kent_leg,70.6999969,322-9,322-10,322-10,1.48789108,21.9197273,
322,9,322-9,Leaf,,,,,-0.018972842,2.0154376,
322,10,322-10,Leaf,,,,,0.0102257309,19.9042892,
323,0,323-0,road_hours_per_vehicle,9.00397682,323-1,323-2,323-2,0.414941877,30.9835377,
323,1,323-1,Leaf,,,,,-0.015582528,2.00831342,
323,2,323-2,road_hours_per_vehicle,10.4829884,323-3,323-4,323-4,0.412513316,28.9752254,
323,3,323-3,Leaf,,,,,0.0122313071,2.46319938,
323,4,323-4,billed_utilization,1.05165946,323-5,323-6,323-6,0.397880554,26.5120258,
323,5,323-5,Leaf,,,,,-0.0149523243,2.15566683,
323,6,323-6,cost_per_road_hour,49.9392853,323-7,323-8,323-8,0.486880869,24.3563595,
323,7,323-7,high_acuity_share,0.050309673,323-9,323-10,323-10,0.52668649,21.3717747,
323,8,323-8,Leaf,,,,,-0.0127456877,2.98458433,
323,9,323-9,Leaf,,,,,-0.0116510624,2.48199487,
323,10,323-10,Leaf,,,,,0.00469184015,18.88978,
324,0,324-0,billed_utilization,1.05165946,324-1,324-2,324-2,0.348994642,30.546217,
324,1,324-1,Leaf,,,,,-0.0137986289,2.24743462,
324,2,324-2,contract_concentration,0.197999999,324-3,324-4,324-4,0.383060098,28.2987823,
324,3,324-3,non_billable_noshow,0.0997218192,324-5,324-6,324-6,0.518866479,26.1864834,
324,4,324-4,Leaf,,,,,-0.0131043028,2.11229753,
324,5,324-5,high_acuity_share,0.050309673,324-7,324-8,324-8,0.700000525,22.6422901,
324,6,324-6,Leaf,,,,,-0.0106544644,3.54419398,
324,7,324-7,Leaf,,,,,-0.012071345,2.56397176,
324,8,324-8,cost_per_road_hour,49.9392853,324-9,324-10,324-10,0.753808022,20.0783176,
324,9,324-9,Leaf,,,,,0.00975760445,17.2964478,
324,10,324-10,Leaf,,,,,-0.00941479113,2.78187132,
325,0,325-0,road_hours_per_vehicle,9.00397682,325-1,325-2,325-2,0.411624014,31.0436459,
325,1,325-1,Leaf,,,,,-0.0155262602,2.00070763,
325,2,325-2,high_acuity_share,0.050309673,325-3,325-4,325-4,0.47104758,29.0429382,
325,3,325-3,Leaf,,,,,-0.0139239058,2.41153097,
325,4,325-4,contract_concentration,0.197999999,325-5,325-6,325-6,0.534338474,26.6314068,
325,5,325-5,billed_utilization,1.05165946,325-7,325-8,325-8,0.685940981,24.4114647,
325,6,325-6,Leaf,,,,,-0.0132841701,2.21994162,
325,7,325-7,Leaf,,,,,-0.013020793,2.27649498,
325,8,325-8,non_billable_noshow,0.0997218192,325-9,325-10,325-10,0.866261721,22.1349697,
325,9,325-9,Leaf,,,,,0.00960554462,18.2757092,
325,10,325-10,Leaf,,,,,-0.00893328432,3.85926008,
326,0,326-0,billed_utilization,1.05165946,326-1,326-2,326-2,0.414015919,31.1616917,
326,1,326-1,Leaf,,,,,-0.0157283656,2.26997972,
326,2,326-2,total_volume_pool,1.20034683,326-3,326-4,326-4,0.452802986,28.8917122,
326,3,326-3,Leaf,,,,,-0.0146835679,2.18869781,
326,4,326-4,road_hours_per_vehicle,9.04240704,326-5,326-6,326-6,0.504241765,26.7030144,
326,5,326-5,Leaf,,,,,-0.0138656478,2.08585835,
326,6,326-6,contract_concentration,0.197999999,326-7,326-8,326-8,0.600169778,24.617157,
326,7,326-7,cost_per_road_hour,49.9392853,326-9,326-10,326-10,0.74766314,22.5510426,
326,8,326-8,Leaf,,,,,-0.0132274181,2.06611395,
326,9,326-9,Leaf,,,,,0.00796570256,19.5416622,
326,10,326-10,Leaf,,,,,-0.0104433438,3.00937986,
327,0,327-0,billed_utilization,1.2709012,327-1,327-2,327-2,0.355253577,30.1394062,
327,1,327-1,non_billable_noshow,0.0997218192,327-3,327-4,327-4,0.252986133,26.1104832,
327,2,327-2,non_billable_noshow,0.0634645969,327-5,327-6,327-6,0.000444591045,4.02892447,
327,3,327-3,cost_per_road_hour,49.9392853,327-7,327-8,327-8,0.324861646,23.436924,
327,4,327-4,Leaf,,,,,-0.0149942441,2.67355847,
327,5,327-5,Leaf,,,,,0.000955771946,2.00316739,
327,6,327-6,Leaf,,,,,0.00780903222,2.02575707,
327,7,327-7,cost_per_road_hour,42.4005394,327-9,327-10,327-10,0.439072996,20.907341,
327,8,327-8,Leaf,,,,,-0.0140837431,2.52958345,
327,9,327-9,high_acuity_share,0.050309673,327-11,327-12,327-12,0.153592944,18.6715145,
327,10,327-10,Leaf,,,,,0.0121073015,2.23582578,
327,11,327-11,Leaf,,,,,-0.0113908099,2.12006688,
327,12,327-12,Leaf,,,,,-0.00134449231,16.5514469,
328,0,328-0,non_billable_noshow,0.0997218192,328-1,328-2,328-2,0.440267205,30.5738659,
328,1,328-1,non_billable_noshow,0.0744389966,328-3,328-4,328-4,0.600465357,26.9810085,
328,2,328-2,Leaf,,,,,-0.0142386947,3.59285808,
328,3,328-3,billed_utilization,1.05165946,328-5,328-6,328-6,0.543898642,24.4627895,
328,4,328-4,Leaf,,,,,0.0140521824,2.51821947,
328,5,328-5,Leaf,,,,,-0.0184633974,2.0431509,
328,6,328-6,road_hours_per_vehicle,9.11778259,328-7,328-8,328-8,0.493156642,22.4196377,
328,7,328-7,Leaf,,,,,-0.0152434735,2.05788469,
328,8,328-8,vehicle_utilization,0.95466727,328-9,328-10,328-10,0.522911489,20.3617535,
328,9,328-9,Leaf,,,,,-0.0126441186,2.30011463,
328,10,328-10,Leaf,,,,,0.00407138979,18.0616398,
329,0,329-0,revenue_per_kent_leg,70.361824,329-1,329-2,329-2,0.848915994,30.7350101,
329,1,329-1,Leaf,,,,,-0.0212632064,2.00288177,
329,2,329-2,revenue_per_kent_leg,81.2145462,329-3,329-4,329-4,0.528068185,28.7321281,
329,3,329-3,Leaf,,,,,0.0143679408,2.60843658,
329,4,329-4,road_hours_per_vehicle,9.16663456,329-5,329-6,329-6,0.347577155,26.1236916,
329,5,329-5,Leaf,,,,,-0.013824095,2.03341413,
329,6,329-6,total_volume_pool,1.20034683,329-7,329-8,329-8,0.442500919,24.0902767,
329,7,329-7,Leaf,,,,,-0.0136231435,2.07511473,
329,8,329-8,vehicle_utilization,0.95466727,329-9,329-10,329-10,0.582896292,22.0151634,
329,9,329-9,Leaf,,,,,-0.0132882046,2.14065337,
329,10,329-10,Leaf,,,,,0.00458444748,19.8745098,
330,0,330-0,revenue_per_kent_leg,99.2946014,330-1,330-2,330-2,0.362427175,30.6881638,
330,1,330-1,cost_per_road_hour,49.9392853,330-3,330-4,330-4,0.245617747,26.8482914,
330,2,330-2,Leaf,,,,,0.00585543364,3.83987212,
330,3,330-3,cost_per_road_hour,42.5317039,330-5,330-6,330-6,0.308357686,24.4039459,
330,4,330-4,Leaf,,,,,-0.0159525517,2.4443469,
330,5,330-5,high_acuity_share,0.188543826,330-7,330-8,330-8,0.143280894,21.9748535,
330,6,330-6,Leaf,,,,,0.00693818834,2.42909241,
330,7,330-7,Leaf,,,,,0.000530626508,3.88934469,
330,8,330-8,total_volume_pool,1.47160184,330-9,330-10,330-10,0.0218906403,18.0855083,
330,9,330-9,Leaf,,,,,-0.00123940699,3.13070345,
330,10,330-10,Leaf,,,,,-0.00762968743,14.9548044,
331,0,331-0,billed_utilization,1.05165946,331-1,331-2,331-2,0.444223732,30.2024994,
331,1,331-1,Leaf,,,,,-0.0152203878,2.23087454,
331,2,331-2,total_volume_pool,1.20034683,331-3,331-4,331-4,0.464910507,27.9716244,
331,3,331-3,Leaf,,,,,-0.014091664,2.12285829,
331,4,331-4,road_hours_per_vehicle,9.04240704,331-5,331-6,331-6,0.537748098,25.8487663,
331,5,331-5,Leaf,,,,,-0.0134143448,2.03830886,
331,6,331-6,revenue_per_kent_leg,71.053093,331-7,331-8,331-8,0.667986751,23.8104572,
331,7,331-7,Leaf,,,,,-0.0124489404,2.27610421,
331,8,331-8,cost_per_road_hour,49.9392853,331-9,331-10,331-10,0.897575676,21.5343533,
331,9,331-9,Leaf,,,,,0.00971681066,18.4730377,
331,10,331-10,Leaf,,,,,-0.0105069214,3.06131697,
332,0,332-0,billed_utilization,1.05165946,332-1,332-2,332-2,0.504701436,29.9426022,
332,1,332-1,Leaf,,,,,-0.0181475505,2.0875051,
332,2,332-2,non_billable_noshow,0.0997218192,332-3,332-4,332-4,0.388865769,27.8550968,
332,3,332-3,cost_per_road_hour,49.9392853,332-5,332-6,332-6,0.42941016,24.4802856,
332,4,332-4,Leaf,,,,,-0.0120013664,3.37481165,
332,5,332-5,contract_concentration,0.197999999,332-7,332-8,332-8,0.539277494,21.5411701,
332,6,332-6,Leaf,,,,,-0.0111154411,2.93911433,
332,7,332-7,revenue_per_kent_leg,70.6035995,332-9,332-10,332-10,0.689214826,19.4791546,
332,8,332-8,Leaf,,,,,-0.012131054,2.06201577,
332,9,332-9,Leaf,,,,,-0.011569255,2.1248796,
332,10,332-10,Leaf,,,,,0.00812400412,17.3542747,
333,0,333-0,vehicle_utilization,0.95466727,333-1,333-2,333-2,0.346483707,30.0810871,
333,1,333-1,Leaf,,,,,-0.0148431631,2.09909534,
333,2,333-2,billed_utilization,1.05165946,333-3,333-4,333-4,0.404225141,27.9819927,
333,3,333-3,Leaf,,,,,-0.0139327487,2.17771173,
333,4,333-4,total_volume_pool,1.20034683,333-5,333-6,333-6,0.500451922,25.8042793,
333,5,333-5,Leaf,,,,,-0.0138076134,2.09806204,
333,6,333-6,road_hours_per_vehicle,9.04240704,333-7,333-8,333-8,0.61786294,23.7062187,
333,7,333-7,Leaf,,,,,-0.0134769017,2.04562259,
333,8,333-8,high_acuity_share,0.050309673,333-9,333-10,333-10,0.806376457,21.6605949,
333,9,333-9,Leaf,,,,,-0.011984217,2.55981255,
333,10,333-10,Leaf,,,,,0.00810478535,19.1007824,
334,0,334-0,cost_per_road_hour,49.9392853,334-1,334-2,334-2,0.530523717,29.678524,
334,1,334-1,total_volume_pool,1.20034683,334-3,334-4,334-4,0.467566222,26.9804897,
334,2,334-2,Leaf,,,,,-0.0154817039,2.69803381,
334,3,334-3,Leaf,,,,,-0.0138537306,2.10722399,
334,4,334-4,vehicle_utilization,0.95466727,334-5,334-6,334-6,0.492941439,24.8732662,
334,5,334-5,Leaf,,,,,-0.0118071828,2.28155684,
334,6,334-6,revenue_per_kent_leg,70.6035995,334-7,334-8,334-8,0.593503714,22.5917091,
334,7,334-7,Leaf,,,,,-0.0114735626,2.12863445,
334,8,334-8,contract_concentration,0.197999999,334-9,334-10,334-10,0.716713011,20.4630737,
334,9,334-9,Leaf,,,,,0.00927618425,18.3827057,
334,10,334-10,Leaf,,,,,-0.0109122498,2.080369,
335,0,335-0,vehicle_utilization,0.95466727,335-1,335-2,335-2,0.383481562,29.6872139,
335,1,335-1,Leaf,,,,,-0.0125420056,2.37264848,
335,2,335-2,billed_utilization,1.05165946,335-3,335-4,335-4,0.491002291,27.3145657,
335,3,335-3,Leaf,,,,,-0.0128060728,2.19603395,
335,4,335-4,contract_concentration,0.197999999,335-5,335-6,335-6,0.576890588,25.1185322,
335,5,335-5,revenue_per_kent_leg,70.6035995,335-7,335-8,335-8,0.601293445,23.0494709,
335,6,335-6,Leaf,,,,,-0.0123921074,2.06906104,
335,7,335-7,Leaf,,,,,-0.0107783796,2.02788615,
335,8,335-8,non_billable_noshow,0.0997218192,335-9,335-10,335-10,0.588694215,21.0215855,
335,9,335-9,Leaf,,,,,0.0105798012,17.5351486,
335,10,335-10,Leaf,,,,,-0.00533472421,3.48643684,
336,0,336-0,revenue_per_kent_leg,99.2946014,336-1,336-2,336-2,0.378666043,30.5314369,
336,1,336-1,cost_per_road_hour,49.9392853,336-3,336-4,336-4,0.302188069,26.7102833,
336,2,336-2,Leaf,,,,,0.00760271074,3.82115483,
336,3,336-3,non_billable_noshow,0.0997218192,336-5,336-6,336-6,0.300771356,24.2987595,
336,4,336-4,Leaf,,,,,-0.0152944513,2.41152263,
336,5,336-5,non_billable_noshow,0.0606512651,336-7,336-8,336-8,0.369200021,20.994442,
336,6,336-6,Leaf,,,,,-0.0116751259,3.30431795,
336,7,336-7,revenue_per_kent_leg,71.053093,336-9,336-10,336-10,0.248482645,18.735321,
336,8,336-8,Leaf,,,,,0.0118105831,2.2591207,
336,9,336-9,Leaf,,,,,-0.0124529395,2.06101227,
336,10,336-10,Leaf,,,,,-0.000104129191,16.6743088,
337,0,337-0,billed_utilization,1.05165946,337-1,337-2,337-2,0.307317823,29.3574734,
337,1,337-1,Leaf,,,,,-0.0120595032,2.21072221,
337,2,337-2,vehicle_utilization,0.95466727,337-3,337-4,337-4,0.331492066,27.1467514,
337,3,337-3,Leaf,,,,,-0.0107323863,2.34398961,
337,4,337-4,road_hours_per_vehicle,9.08132839,337-5,337-6,337-6,0.428124815,24.8027611,
337,5,337-5,Leaf,,,,,-0.0112228282,2.04217672,
337,6,337-6,revenue_per_kent_leg,71.053093,337-7,337-8,337-8,0.550808549,22.7605858,
337,7,337-7,Leaf,,,,,-0.0110891582,2.07861805,
337,8,337-8,contract_concentration,0.197935328,337-9,337-10,337-10,0.642170668,20.6819668,
337,9,337-9,Leaf,,,,,0.00888717547,18.668066,
337,10,337-10,Leaf,,,,,-0.0103578633,2.01390004,
338,0,338-0,total_volume_pool,1.20487154,338-1,338-2,338-2,0.904383659,28.9501724,
338,1,338-1,Leaf,,,,,-0.0235406607,2.00411034,
338,2,338-2,vehicle_utilization,0.95466727,338-3,338-4,338-4,0.641209126,26.9460621,
338,3,338-3,Leaf,,,,,-0.0176316891,2.04643989,
338,4,338-4,billed_utilization,1.05165946,338-5,338-6,338-6,0.609694958,24.899622,
338,5,338-5,Leaf,,,,,-0.0148856137,2.06805944,
338,6,338-6,contract_concentration,0.197935328,338-7,338-8,338-8,0.51454705,22.831562,
338,7,338-7,revenue_per_kent_leg,70.6035995,338-9,338-10,338-10,0.659415901,20.8104992,
338,8,338-8,Leaf,,,,,-0.0113625592,2.0210638,
338,9,338-9,Leaf,,,,,-0.011021588,2.09432936,
338,10,338-10,Leaf,,,,,0.00822996628,18.7161694,
339,0,339-0,high_acuity_share,0.050309673,339-1,339-2,339-2,0.320971757,29.4331303,
339,1,339-1,Leaf,,,,,-0.013033648,2.63433146,
339,2,339-2,high_acuity_share,0.191356495,339-3,339-4,339-4,0.541970432,26.7987995,
339,3,339-3,Leaf,,,,,0.0112158954,3.93478608,
339,4,339-4,revenue_per_kent_leg,98.4024734,339-5,339-6,339-6,0.20749487,22.8640137,
339,5,339-5,non_billable_noshow,0.0997218192,339-7,339-8,339-8,0.144898117,20.5330429,
339,6,339-6,Leaf,,,,,0.00573105784,2.33097005,
339,7,339-7,revenue_per_kent_leg,72.1512451,339-9,339-10,339-10,0.107094556,17.2870331,
339,8,339-8,Leaf,,,,,-0.0113348635,3.24601007,
339,9,339-9,Leaf,,,,,-0.00889087748,2.20451522,
339,10,339-10,Leaf,,,,,-0.00057802134,15.0825176,
340,0,340-0,total_volume_pool,1.79738533,340-1,340-2,340-2,0.452328473,29.1817532,
340,1,340-1,cost_per_road_hour,49.9392853,340-3,340-4,340-4,0.324329317,26.5322475,
340,2,340-2,Leaf,,,,,0.00888613239,2.64950657,
340,3,340-3,cost_per_road_hour,38.8037987,340-5,340-6,340-6,0.352853835,24.0365543,
340,4,340-4,Leaf,,,,,-0.0171199702,2.49569273,
340,5,340-5,total_volume_pool,1.43351555,340-7,340-8,340-8,0.0601020157,20.5479088,
340,6,340-6,Leaf,,,,,0.00633886084,3.48864555,
340,7,340-7,Leaf,,,,,-0.0,3.49142361,
340,8,340-8,vehicle_utilization,1.00906312,340-9,340-10,340-10,0.0414335728,17.0564842,
340,9,340-9,Leaf,,,,,-0.0,2.48268938,
340,10,340-10,Leaf,,,,,-0.00733391847,14.5737953,
341,0,341-0,non_billable_noshow,0.0997218192,341-1,341-2,341-2,0.709708631,28.5895386,
341,1,341-1,cost_per_road_hour,49.9392853,341-3,341-4,341-4,0.863803327,25.247036,
341,2,341-2,Leaf,,,,,-0.0204580389,3.34250307,
341,3,341-3,billed_utilization,1.05731785,341-5,341-6,341-6,0.588361204,22.6566143,
341,4,341-4,Leaf,,,,,-0.0204263143,2.59042239,
341,5,341-5,Leaf,,,,,-0.0157959629,2.00838232,
341,6,341-6,high_acuity_share,0.050309673,341-7,341-8,341-8,0.670015752,20.6482315,
341,7,341-7,Leaf,,,,,-0.0134135969,2.31054449,
341,8,341-8,total_volume_pool,1.20034683,341-9,341-10,341-10,0.911304057,18.3376865,
341,9,341-9,Leaf,,,,,-0.0138779245,2.10317469,
341,10,341-10,Leaf,,,,,0.0089711966,16.2345123,
342,0,342-0,road_hours_per_vehicle,9.00397682,342-1,342-2,342-2,0.397908479,29.391489,
342,1,342-1,Leaf,,,,,-0.0154002272,2.00219703,
342,2,342-2,high_acuity_share,0.050309673,342-3,342-4,342-4,0.458609968,27.3892918,
342,3,342-3,Leaf,,,,,-0.0137999319,2.39293766,
342,4,342-4,revenue_per_kent_leg,71.053093,342-5,342-6,342-6,0.488405824,24.9963551,
342,5,342-5,Leaf,,,,,-0.0128048658,2.11939526,
342,6,342-6,total_volume_pool,1.20487154,342-7,342-8,342-8,0.563224077,22.8769588,
342,7,342-7,Leaf,,,,,-0.0119921388,2.04149556,
342,8,342-8,cost_per_road_hour,49.9392853,342-9,342-10,342-10,0.716008306,20.8354645,
342,9,342-9,Leaf,,,,,0.00889371615,17.8441429,
342,10,342-10,Leaf,,,,,-0.00931376591,2.99132085,
343,0,343-0,total_volume_pool,1.79738533,343-1,343-2,343-2,0.332431555,29.7869339,
343,1,343-1,total_volume_pool,1.20034683,343-3,343-4,343-4,0.235424101,27.2102966,
343,2,343-2,Leaf,,,,,0.00882626977,2.57663679,
343,3,343-3,Leaf,,,,,-0.0139728151,2.12210965,
343,4,343-4,total_volume_pool,1.40597594,343-5,343-6,343-6,0.470578372,25.0881863,
343,5,343-5,Leaf,,,,,0.0106346291,2.72048688,
343,6,343-6,vehicle_utilization,0.95466727,343-7,343-8,343-8,0.106279135,22.3677006,
343,7,343-7,Leaf,,,,,-0.0116024883,2.01364541,
343,8,343-8,vehicle_utilization,1.20474994,343-9,343-10,343-10,0.24125132,20.3540535,
343,9,343-9,Leaf,,,,,0.00695762457,2.1844058,
343,10,343-10,Leaf,,,,,-0.00442276895,18.1696491,
344,0,344-0,vehicle_utilization,0.95466727,344-1,344-2,344-2,0.349382102,29.2116013,
344,1,344-1,Leaf,,,,,-0.0135574574,2.24629307,
344,2,344-2,road_hours_per_vehicle,9.04240704,344-3,344-4,344-4,0.410434335,26.9653091,
344,3,344-3,Leaf,,,,,-0.0134494044,2.04335165,
344,4,344-4,billed_utilization,1.05165946,344-5,344-6,344-6,0.424168795,24.921957,
344,5,344-5,Leaf,,,,,-0.0114812441,2.16801333,
344,6,344-6,high_acuity_share,0.050309673,344-7,344-8,344-8,0.545404494,22.7539444,
344,7,344-7,Leaf,,,,,-0.0106180813,2.45605326,
344,8,344-8,revenue_per_kent_leg,71.053093,344-9,344-10,344-10,0.720751762,20.2978916,
344,9,344-9,Leaf,,,,,-0.0113312919,2.12713194,
344,10,344-10,Leaf,,,,,0.00877386238,18.1707592,
345,0,345-0,total_volume_pool,1.20034683,345-1,345-2,345-2,0.296783984,29.568119,
345,1,345-1,Leaf,,,,,-0.0135198962,2.06992292,
345,2,345-2,contract_concentration,0.197999999,345-3,345-4,345-4,0.331235617,27.4981956,
345,3,345-3,high_acuity_share,0.050309673,345-5,345-6,345-6,0.397848755,25.3934269,
345,4,345-4,Leaf,,,,,-0.0125393365,2.10476971,
345,5,345-5,Leaf,,,,,-0.0111283166,2.54430199,
345,6,345-6,high_acuity_share,0.191356495,345-7,345-8,345-8,0.541348934,22.8491249,
345,7,345-7,Leaf,,,,,0.0149828633,3.51076889,
345,8,345-8,cost_per_road_hour,49.9392853,345-9,345-10,345-10,0.363195151,19.338356,
345,9,345-9,Leaf,,,,,0.00217713602,16.9364986,
345,10,345-10,Leaf,,,,,-0.0117247542,2.40185642,
346,0,346-0,road_hours_per_vehicle,13.086668,346-1,346-2,346-2,0.308439583,29.7272892,
346,1,346-1,cost_per_road_hour,49.9392853,346-3,346-4,346-4,0.12923792,25.7258415,
346,2,346-2,revenue_per_kent_leg,98.4024734,346-5,346-6,346-6,0.0561568215,4.00144768,
346,3,346-3,road_hours_per_vehicle,9.08132839,346-7,346-8,346-8,0.207259193,23.3215904,
346,4,346-4,Leaf,,,,,-0.0120292269,2.40425205,
346,5,346-5,Leaf,,,,,-0.0,2.00090003,
346,6,346-6,Leaf,,,,,0.00941408053,2.00054765,
346,7,346-7,Leaf,,,,,-0.0123204207,2.14355731,
346,8,346-8,non_billable_noshow,0.0997218192,346-9,346-10,346-10,0.277915001,21.1780319,
346,9,346-9,high_acuity_share,0.050309673,346-11,346-12,346-12,0.385273933,18.0360413,
346,10,346-10,Leaf,,,,,-0.0103241224,3.14199114,
346,11,346-11,Leaf,,,,,-0.0113350712,2.18606877,
346,12,346-12,Leaf,,,,,0.00336507452,15.8499727,
347,0,347-0,contract_concentration,0.197999999,347-1,347-2,347-2,0.349487782,28.9930191,
347,1,347-1,cost_per_road_hour,49.9392853,347-3,347-4,347-4,0.393137366,26.9698524,
347,2,347-2,Leaf,,,,,-0.0128984852,2.02316666,
347,3,347-3,non_billable_noshow,0.0997218192,347-5,347-6,347-6,0.45789513,24.1473637,
347,4,347-4,Leaf,,,,,-0.0104878563,2.82248831,
347,5,347-5,vehicle_utilization,0.95466727,347-7,347-8,347-8,0.63141048,20.4020309,
347,6,347-6,Leaf,,,,,-0.00796223152,3.74533319,
347,7,347-7,Leaf,,,,,-0.0101851411,2.33089399,
347,8,347-8,billed_utilization,1.05165946,347-9,347-10,347-10,0.832176626,18.0711365,
347,9,347-9,Leaf,,,,,-0.0102390768,2.21963215,
347,10,347-10,Leaf,,,,,0.0114846956,15.8515043,
348,0,348-0,high_acuity_share,0.050309673,348-1,348-2,348-2,0.36193496,28.7571564,
348,1,348-1,Leaf,,,,,-0.015545141,2.25292778,
348,2,348-2,high_acuity_share,0.191356495,348-3,348-4,348-4,0.368188053,26.5042286,
